match_id,date,venue,match_type,team_1,team_2
1299570,2022-02-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Canada,Oman
1299571,2022-02-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Nepal,Philippines
1299572,2022-02-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Germany
1299573,2022-02-19,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Ireland,Bahrain
1299574,2022-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Germany,Ireland
1299575,2022-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Bahrain,United Arab Emirates
1299576,2022-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Canada,Nepal
1299577,2022-02-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Philippines,Oman
1299578,2022-02-22,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Germany,Canada
1299579,2022-02-22,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Bahrain,Philippines
1299580,2022-02-22,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Nepal
1299581,2022-02-22,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Ireland,Oman
1299582,2022-02-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Bahrain,Canada
1299583,2022-02-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Philippines,Germany
1299584,2022-02-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20,Oman,Nepal
1299585,2022-02-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Ireland,United Arab Emirates
1299592,2022-02-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Ireland
1299593,2022-02-11,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Nepal
1299594,2022-02-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Oman,Ireland
1299595,2022-02-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Oman
1299596,2022-02-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Ireland,Nepal
1299638,2022-02-12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Nepal
1303307,2022-06-26,"The Village, Malahide, Dublin",T20,Ireland,India
1303308,2022-06-28,"The Village, Malahide, Dublin",T20,India,Ireland
1303312,2022-07-18,"Civil Service Cricket Club, Stormont, Belfast",T20,New Zealand,Ireland
1303313,2022-07-20,"Civil Service Cricket Club, Stormont, Belfast",T20,New Zealand,Ireland
1303314,2022-07-22,"Civil Service Cricket Club, Stormont, Belfast",T20,Ireland,New Zealand
1303315,2022-08-03,"County Ground, Bristol",T20,South Africa,Ireland
1303316,2022-08-05,"County Ground, Bristol",T20,South Africa,Ireland
1305498,2022-03-28,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Papua New Guinea
1305499,2022-03-29,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Malaysia,Papua New Guinea
1305500,2022-03-30,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Malaysia,Nepal
1305501,2022-03-31,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Papua New Guinea
1305502,2022-04-01,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Malaysia,Papua New Guinea
1305503,2022-04-02,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Malaysia
1305504,2022-04-04,"Tribhuvan University International Cricket Ground, Kirtipur",T20,Nepal,Papua New Guinea
1307293,2022-06-07,"R Premadasa Stadium, Colombo",T20,Sri Lanka,Australia
1307294,2022-06-08,"R Premadasa Stadium, Colombo",T20,Sri Lanka,Australia
1307295,2022-06-11,Pallekele International Cricket Stadium,T20,Australia,Sri Lanka
1307477,2022-07-27,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20,New Zealand,Scotland
1307478,2022-07-29,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20,New Zealand,Scotland
1309701,2022-04-08,"United Cricket Club Ground, Windhoek",T20,Uganda,Namibia
1309702,2022-04-09,"United Cricket Club Ground, Windhoek",T20,Namibia,Uganda
1309703,2022-04-10,"United Cricket Club Ground, Windhoek",T20,Namibia,Uganda
1310161,2022-04-29,"Desert Springs Cricket Ground, Almeria",T20,Norway,Guernsey
1310162,2022-04-30,"Desert Springs Cricket Ground, Almeria",T20,Spain,Norway
1310163,2022-04-30,"Desert Springs Cricket Ground, Almeria",T20,Norway,Guernsey
1310164,2022-04-30,"Desert Springs Cricket Ground, Almeria",T20,Guernsey,Spain
1310165,2022-05-01,"Desert Springs Cricket Ground, Almeria",T20,Spain,Guernsey
1310166,2022-05-01,"Desert Springs Cricket Ground, Almeria",T20,Spain,Norway
1310167,2022-05-07,"Svanholm Park, Brondby",T20,Denmark,Finland
1310168,2022-05-07,"Svanholm Park, Brondby",T20,Denmark,Finland
1310169,2022-05-08,"Svanholm Park, Brondby",T20,Denmark,Finland
1310170,2022-05-10,Marsa Sports Club,T20,Gibraltar,Malta
1310171,2022-05-10,Marsa Sports Club,T20,Malta,Hungary
1310172,2022-05-10,Marsa Sports Club,T20,Gibraltar,Hungary
1310173,2022-05-11,Marsa Sports Club,T20,Romania,Malta
1310174,2022-05-11,Marsa Sports Club,T20,Czech Republic,Gibraltar
1310175,2022-05-11,Marsa Sports Club,T20,Hungary,Bulgaria
1310176,2022-05-12,Marsa Sports Club,T20,Malta,Czech Republic
1310177,2022-05-12,Marsa Sports Club,T20,Czech Republic,Bulgaria
1310178,2022-05-12,Marsa Sports Club,T20,Romania,Hungary
1310179,2022-05-13,Marsa Sports Club,T20,Gibraltar,Bulgaria
1310180,2022-05-13,Marsa Sports Club,T20,Romania,Czech Republic
1310181,2022-05-13,Marsa Sports Club,T20,Bulgaria,Romania
1310182,2022-05-14,Marsa Sports Club,T20,Hungary,Czech Republic
1310183,2022-05-14,Marsa Sports Club,T20,Gibraltar,Romania
1310184,2022-05-14,Marsa Sports Club,T20,Bulgaria,Malta
1310185,2022-05-15,Marsa Sports Club,T20,Gibraltar,Bulgaria
1310186,2022-05-15,Marsa Sports Club,T20,Czech Republic,Hungary
1310187,2022-05-15,Marsa Sports Club,T20,Romania,Malta
1310188,2022-05-20,"College Field, St Peter Port",T20,Jersey,Guernsey
1310901,2022-08-04,"Sportpark Westvliet, The Hague",T20,New Zealand,Netherlands
1310902,2022-08-05,"Sportpark Westvliet, The Hague",T20,Netherlands,New Zealand
1310938,2022-05-17,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Namibia
1310939,2022-05-19,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Namibia
1310940,2022-05-21,"Queens Sports Club, Bulawayo",T20,Namibia,Zimbabwe
1310941,2022-05-22,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Namibia
1310942,2022-05-24,"Queens Sports Club, Bulawayo",T20,Namibia,Zimbabwe
1317136,2022-06-24,"National Sports Academy, Sofia",T20,Serbia,Bulgaria
1317137,2022-06-25,"National Sports Academy, Sofia",T20,Serbia,Bulgaria
1317138,2022-06-25,"National Sports Academy, Sofia",T20,Serbia,Bulgaria
1317139,2022-06-26,"National Sports Academy, Sofia",T20,Serbia,Bulgaria
1317149,2022-07-02,"Windsor Park, Roseau, Dominica",T20,Bangladesh,West Indies
1317150,2022-07-03,"Windsor Park, Roseau, Dominica",T20,West Indies,Bangladesh
1317151,2022-07-07,"Providence Stadium, Guyana",T20,Bangladesh,West Indies
1317482,2022-10-05,Carrara Oval,T20,West Indies,Australia
1317483,2022-10-07,"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20,Australia,West Indies
1317486,2022-10-09,Perth Stadium,T20,England,Australia
1317487,2022-10-12,"Manuka Oval, Canberra",T20,England,Australia
1317488,2022-10-14,"Manuka Oval, Canberra",T20,England,Australia
1317903,2022-07-29,"Brian Lara Stadium, Tarouba, Trinidad",T20,India,West Indies
1317904,2022-08-01,"Warner Park, Basseterre, St Kitts",T20,India,West Indies
1317905,2022-08-02,"Warner Park, Basseterre, St Kitts",T20,West Indies,India
1317906,2022-08-06,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",T20,India,West Indies
1317907,2022-08-07,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",T20,India,West Indies
1317908,2022-08-10,"Sabina Park, Kingston, Jamaica",T20,New Zealand,West Indies
1317909,2022-08-12,"Sabina Park, Kingston, Jamaica",T20,New Zealand,West Indies
1317910,2022-08-14,"Sabina Park, Kingston, Jamaica",T20,New Zealand,West Indies
1318357,2022-06-09,Bayer Uerdingen Cricket Ground,T20,Germany,Austria
1318358,2022-06-09,Bayer Uerdingen Cricket Ground,T20,Sweden,Germany
1318359,2022-06-10,Bayer Uerdingen Cricket Ground,T20,Austria,Germany
1318360,2022-06-10,Bayer Uerdingen Cricket Ground,T20,Austria,Sweden
1318361,2022-06-11,Bayer Uerdingen Cricket Ground,T20,Austria,Sweden
1318362,2022-06-11,Bayer Uerdingen Cricket Ground,T20,Germany,Sweden
1320969,2022-06-28,"Meersen, Gent",T20,Gibraltar,Belgium
1320973,2022-06-29,"Meersen, Gent",T20,Portugal,Malta
1320974,2022-06-29,"Royal Brussels Cricket Club Ground, Waterloo",T20,Denmark,Gibraltar
1320975,2022-06-29,"Meersen, Gent",T20,Israel,Spain
1320976,2022-06-29,"Royal Brussels Cricket Club Ground, Waterloo",T20,Hungary,Belgium
1320977,2022-07-01,"Meersen, Gent",T20,Portugal,Spain
1320978,2022-07-01,"Royal Brussels Cricket Club Ground, Waterloo",T20,Hungary,Gibraltar
1320979,2022-07-01,"Meersen, Gent",T20,Malta,Israel
1320980,2022-07-01,"Royal Brussels Cricket Club Ground, Waterloo",T20,Belgium,Denmark
1320982,2022-07-02,"Royal Brussels Cricket Club Ground, Waterloo",T20,Belgium,Portugal
1320984,2022-07-02,"Royal Brussels Cricket Club Ground, Waterloo",T20,Denmark,Spain
1320985,2022-07-03,"Royal Brussels Cricket Club Ground, Waterloo",T20,Israel,Hungary
1320986,2022-07-04,"Royal Brussels Cricket Club Ground, Waterloo",T20,Spain,Belgium
1320987,2022-07-03,"Royal Brussels Cricket Club Ground, Waterloo",T20,Gibraltar,Malta
1320988,2022-07-04,"Royal Brussels Cricket Club Ground, Waterloo",T20,Portugal,Denmark
1321258,2022-07-12,Kerava National Cricket Ground,T20,Cyprus,Isle of Man
1321259,2022-07-12,Tikkurila Cricket Ground,T20,Finland,Sweden
1321260,2022-07-12,Kerava National Cricket Ground,T20,Romania,Turkey
1321261,2022-07-13,Tikkurila Cricket Ground,T20,Cyprus,Romania
1321262,2022-07-13,Kerava National Cricket Ground,T20,Croatia,Sweden
1321263,2022-07-13,Tikkurila Cricket Ground,T20,Isle of Man,Serbia
1321264,2022-07-13,Kerava National Cricket Ground,T20,Finland,Italy
1321265,2022-07-15,Tikkurila Cricket Ground,T20,Italy,Sweden
1321266,2022-07-15,Kerava National Cricket Ground,T20,Turkey,Serbia
1321267,2022-07-15,Tikkurila Cricket Ground,T20,Croatia,Greece
1321268,2022-07-15,Kerava National Cricket Ground,T20,Romania,Isle of Man
1321269,2022-07-16,Tikkurila Cricket Ground,T20,Romania,Serbia
1321270,2022-07-16,Kerava National Cricket Ground,T20,Finland,Greece
1321271,2022-07-16,Tikkurila Cricket Ground,T20,Cyprus,Turkey
1321272,2022-07-16,Kerava National Cricket Ground,T20,Italy,Croatia
1321273,2022-07-18,Tikkurila Cricket Ground,T20,Sweden,Greece
1321274,2022-07-18,Kerava National Cricket Ground,T20,Cyprus,Serbia
1321275,2022-07-18,Tikkurila Cricket Ground,T20,Croatia,Finland
1321276,2022-07-18,Kerava National Cricket Ground,T20,Isle of Man,Turkey
1321277,2022-07-19,Tikkurila Cricket Ground,T20,Serbia,Croatia
1321278,2022-07-19,Kerava National Cricket Ground,T20,Finland,Cyprus
1321279,2022-07-19,Tikkurila Cricket Ground,T20,Romania,Sweden
1321280,2022-07-19,Kerava National Cricket Ground,T20,Isle of Man,Italy
1321281,2022-07-24,Tikkurila Cricket Ground,T20,Austria,Luxembourg
1321282,2022-07-24,Kerava National Cricket Ground,T20,Estonia,Norway
1321283,2022-07-24,Tikkurila Cricket Ground,T20,Guernsey,Bulgaria
1321284,2022-07-24,Kerava National Cricket Ground,T20,France,Czech Republic
1321286,2022-07-25,Kerava National Cricket Ground,T20,Austria,Slovenia
1321287,2022-07-25,Tikkurila Cricket Ground,T20,France,Switzerland
1321288,2022-07-25,Kerava National Cricket Ground,T20,Guernsey,Luxembourg
1321289,2022-07-27,Tikkurila Cricket Ground,T20,Guernsey,Austria
1321290,2022-07-27,Kerava National Cricket Ground,T20,Switzerland,Estonia
1321291,2022-07-27,Tikkurila Cricket Ground,T20,Slovenia,Bulgaria
1321292,2022-07-27,Kerava National Cricket Ground,T20,France,Norway
1321293,2022-07-28,Tikkurila Cricket Ground,T20,Norway,Switzerland
1321294,2022-07-28,Kerava National Cricket Ground,T20,Luxembourg,Bulgaria
1321295,2022-07-28,Tikkurila Cricket Ground,T20,Czech Republic,Estonia
1321296,2022-07-28,Kerava National Cricket Ground,T20,Slovenia,Guernsey
1321298,2022-07-30,Kerava National Cricket Ground,T20,Switzerland,Czech Republic
1321299,2022-07-30,Tikkurila Cricket Ground,T20,Luxembourg,Slovenia
1321301,2022-07-31,Tikkurila Cricket Ground,T20,Bulgaria,Czech Republic
1321302,2022-07-31,Kerava National Cricket Ground,T20,Guernsey,France
1321303,2022-07-31,Tikkurila Cricket Ground,T20,Luxembourg,Switzerland
1321304,2022-07-31,Kerava National Cricket Ground,T20,Norway,Austria
1321305,2022-07-08,"Scott Page Field, Vinor",T20,Luxembourg,Austria
1321306,2022-07-08,"Scott Page Field, Vinor",T20,Luxembourg,Czech Republic
1321307,2022-07-09,"Scott Page Field, Vinor",T20,Czech Republic,Austria
1321308,2022-07-09,"Scott Page Field, Vinor",T20,Austria,Luxembourg
1321309,2022-07-10,"Scott Page Field, Vinor",T20,Czech Republic,Luxembourg
1321310,2022-07-10,"Scott Page Field, Vinor",T20,Austria,Czech Republic
1321311,2022-06-28,"Indian Association Ground, Singapore",T20,Malaysia,Singapore
1321312,2022-06-29,"Indian Association Ground, Singapore",T20,Malaysia,Singapore
1321313,2022-06-30,"Indian Association Ground, Singapore",T20,Singapore,Malaysia
1321465,2022-07-11,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Singapore
1321466,2022-07-11,Bulawayo Athletic Club,T20,Jersey,United States of America
1321467,2022-07-11,"Queens Sports Club, Bulawayo",T20,Netherlands,Papua New Guinea
1321468,2022-07-11,Bulawayo Athletic Club,T20,Hong Kong,Uganda
1321469,2022-07-12,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Jersey
1321470,2022-07-12,Bulawayo Athletic Club,T20,United States of America,Singapore
1321471,2022-07-12,"Queens Sports Club, Bulawayo",T20,Hong Kong,Netherlands
1321472,2022-07-12,Bulawayo Athletic Club,T20,Uganda,Papua New Guinea
1321473,2022-07-14,"Queens Sports Club, Bulawayo",T20,Netherlands,Uganda
1321474,2022-07-14,Bulawayo Athletic Club,T20,Papua New Guinea,Hong Kong
1321475,2022-07-14,"Queens Sports Club, Bulawayo",T20,Zimbabwe,United States of America
1321477,2022-07-15,"Queens Sports Club, Bulawayo",T20,Uganda,Jersey
1321478,2022-07-15,Bulawayo Athletic Club,T20,Singapore,Hong Kong
1321479,2022-07-15,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Papua New Guinea
1321480,2022-07-15,Bulawayo Athletic Club,T20,United States of America,Netherlands
1321481,2022-07-17,"Queens Sports Club, Bulawayo",T20,Uganda,Hong Kong
1321482,2022-07-17,Bulawayo Athletic Club,T20,Singapore,Jersey
1321483,2022-07-17,Bulawayo Athletic Club,T20,Papua New Guinea,United States of America
1321484,2022-07-17,"Queens Sports Club, Bulawayo",T20,Zimbabwe,Netherlands
1321998,2022-07-02,"UKM-YSD Cricket Oval, Bangi",T20,Malaysia,Bhutan
1322001,2022-07-04,"UKM-YSD Cricket Oval, Bangi",T20,Thailand,Malaysia
1322002,2022-07-04,"UKM-YSD Cricket Oval, Bangi",T20,Bhutan,Maldives
1322003,2022-07-06,"UKM-YSD Cricket Oval, Bangi",T20,Thailand,Bhutan
1322004,2022-07-06,"UKM-YSD Cricket Oval, Bangi",T20,Maldives,Malaysia
1322005,2022-07-07,"UKM-YSD Cricket Oval, Bangi",T20,Bhutan,Maldives
1322006,2022-07-07,"UKM-YSD Cricket Oval, Bangi",T20,Thailand,Malaysia
1322007,2022-07-08,"UKM-YSD Cricket Oval, Bangi",T20,Maldives,Thailand
1322009,2022-07-09,"UKM-YSD Cricket Oval, Bangi",T20,Bhutan,Thailand
1322010,2022-07-11,"UKM-YSD Cricket Oval, Bangi",T20,Bhutan,Malaysia
1322011,2022-07-02,"Indian Association Ground, Singapore",T20,Singapore,Papua New Guinea
1322012,2022-07-03,"Indian Association Ground, Singapore",T20,Singapore,Papua New Guinea
1322276,2022-11-20,"Bay Oval, Mount Maunganui",T20,India,New Zealand
1322277,2022-11-22,"McLean Park, Napier",T20,New Zealand,India
1322334,2022-10-07,"Hagley Oval, Christchurch",T20,Pakistan,Bangladesh
1322335,2022-10-08,"Hagley Oval, Christchurch",T20,New Zealand,Pakistan
1322336,2022-10-09,"Hagley Oval, Christchurch",T20,Bangladesh,New Zealand
1322337,2022-10-11,"Hagley Oval, Christchurch",T20,Pakistan,New Zealand
1322338,2022-10-12,"Hagley Oval, Christchurch",T20,New Zealand,Bangladesh
1322339,2022-10-13,"Hagley Oval, Christchurch",T20,Bangladesh,Pakistan
1322340,2022-10-14,"Hagley Oval, Christchurch",T20,New Zealand,Pakistan
1322362,2023-04-02,"Eden Park, Auckland",T20,Sri Lanka,New Zealand
1322363,2023-04-05,"University Oval, Dunedin",T20,Sri Lanka,New Zealand
1322364,2023-04-08,"John Davies Oval, Queenstown",T20,Sri Lanka,New Zealand
1323295,2022-07-30,Harare Sports Club,T20,Zimbabwe,Bangladesh
1323296,2022-07-31,Harare Sports Club,T20,Zimbabwe,Bangladesh
1323297,2022-08-02,Harare Sports Club,T20,Zimbabwe,Bangladesh
1323550,2022-07-08,Lisicji Jarak Cricket Ground,T20,Bulgaria,Serbia
1323551,2022-07-09,Lisicji Jarak Cricket Ground,T20,Bulgaria,Serbia
1323552,2022-07-09,Lisicji Jarak Cricket Ground,T20,Bulgaria,Serbia
1327228,2022-09-20,"National Stadium, Karachi",T20,Pakistan,England
1327229,2022-09-22,"National Stadium, Karachi",T20,England,Pakistan
1327230,2022-09-23,"National Stadium, Karachi",T20,England,Pakistan
1327231,2022-09-25,"National Stadium, Karachi",T20,Pakistan,England
1327232,2022-09-28,"Gaddafi Stadium, Lahore",T20,Pakistan,England
1327233,2022-09-30,"Gaddafi Stadium, Lahore",T20,Pakistan,England
1327234,2022-10-02,"Gaddafi Stadium, Lahore",T20,England,Pakistan
1327270,2022-08-28,Dubai International Cricket Stadium,T20,Pakistan,India
1327272,2022-08-31,Dubai International Cricket Stadium,T20,India,Hong Kong
1327273,2022-09-01,Dubai International Cricket Stadium,T20,Bangladesh,Sri Lanka
1327274,2022-09-02,Sharjah Cricket Stadium,T20,Pakistan,Hong Kong
1327276,2022-09-04,Dubai International Cricket Stadium,T20,India,Pakistan
1327277,2022-09-06,Dubai International Cricket Stadium,T20,India,Sri Lanka
1327280,2022-09-09,Dubai International Cricket Stadium,T20,Pakistan,Sri Lanka
1327281,2022-09-11,Dubai International Cricket Stadium,T20,Sri Lanka,Pakistan
1327503,2022-09-20,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",T20,India,Australia
1327504,2022-09-23,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",T20,Australia,India
1327505,2022-09-25,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",T20,Australia,India
1327506,2022-09-28,"Greenfield International Stadium, Thiruvananthapuram",T20,South Africa,India
1327507,2022-10-02,"Barsapara Cricket Stadium, Guwahati",T20,India,South Africa
1327508,2022-10-04,"Holkar Cricket Stadium, Indore",T20,South Africa,India
1328470,2022-08-13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Kuwait,Bahrain
1328471,2022-08-14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Bahrain,Kuwait
1328473,2022-08-17,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Kuwait,Bahrain
1328474,2022-08-25,"Gymkhana Club Ground, Nairobi",T20,Kenya,Nepal
1328476,2022-08-28,"Gymkhana Club Ground, Nairobi",T20,Kenya,Nepal
1328477,2022-08-29,"Gymkhana Club Ground, Nairobi",T20,Kenya,Nepal
1328478,2022-08-30,"Gymkhana Club Ground, Nairobi",T20,Nepal,Kenya
1328849,2022-08-20,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Hong Kong,Singapore
1328850,2022-08-21,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Kuwait
1328851,2022-08-22,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Singapore
1328852,2022-08-23,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Kuwait,Hong Kong
1328853,2022-08-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,Singapore,Kuwait
1328854,2022-08-24,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20,United Arab Emirates,Hong Kong
1332496,2022-09-15,"Willowmoore Park, Benoni",T20,Botswana,Uganda
1332497,2022-09-17,"Willowmoore Park, Benoni",T20,Kenya,Tanzania
1332498,2022-09-16,"Willowmoore Park, Benoni",T20,Ghana,Mozambique
1332501,2022-09-20,"Willowmoore Park, Benoni",T20,Ghana,Uganda
1332503,2022-09-18,"Willowmoore Park, Benoni",T20,Uganda,Mozambique
1332504,2022-09-19,"Willowmoore Park, Benoni",T20,Botswana,Mozambique
1332505,2022-09-20,"Willowmoore Park, Benoni",T20,Tanzania,Malawi
1332506,2022-09-19,"Willowmoore Park, Benoni",T20,Cameroon,Kenya
1332507,2022-09-18,"Willowmoore Park, Benoni",T20,Botswana,Ghana
1332508,2022-09-21,"Willowmoore Park, Benoni",T20,Kenya,Uganda
1332509,2022-09-21,"Willowmoore Park, Benoni",T20,Botswana,Tanzania
1332510,2022-09-22,"Willowmoore Park, Benoni",T20,Tanzania,Uganda
1333920,2022-09-10,"Independence Park, Port Vila",T20,Cook Islands,Fiji
1333921,2022-09-10,"Independence Park, Port Vila",T20,Samoa,Vanuatu
1333922,2022-09-11,"Independence Park, Port Vila",T20,Vanuatu,Cook Islands
1333923,2022-09-11,"Independence Park, Port Vila",T20,Samoa,Fiji
1333924,2022-09-13,"Independence Park, Port Vila",T20,Samoa,Cook Islands
1333925,2022-09-13,"Independence Park, Port Vila",T20,Vanuatu,Fiji
1333926,2022-09-14,"Independence Park, Port Vila",T20,Samoa,Vanuatu
1333927,2022-09-14,"Independence Park, Port Vila",T20,Fiji,Cook Islands
1333928,2022-09-15,"Independence Park, Port Vila",T20,Fiji,Samoa
1333929,2022-09-15,"Independence Park, Port Vila",T20,Vanuatu,Cook Islands
1333931,2022-10-10,Sano International Cricket Ground,T20,Japan,Indonesia
1333932,2022-10-11,Sano International Cricket Ground,T20,Japan,Indonesia
1336031,2022-09-25,Dubai International Cricket Stadium,T20,Bangladesh,United Arab Emirates
1336032,2022-09-27,Dubai International Cricket Stadium,T20,Bangladesh,United Arab Emirates
1336048,2023-08-30,"Riverside Ground, Chester-le-Street",T20,New Zealand,England
1336049,2023-09-01,"Old Trafford, Manchester",T20,England,New Zealand
1336050,2023-09-03,"Edgbaston, Birmingham",T20,New Zealand,England
1336051,2023-09-05,"Trent Bridge, Nottingham",T20,England,New Zealand
1336951,2022-10-15,Sano International Cricket Ground,T20,Indonesia,South Korea
1336952,2022-10-15,Sano International Cricket Ground,T20,Japan,South Korea
1336953,2022-10-16,Sano International Cricket Ground,T20,Indonesia,Japan
1336955,2022-10-18,Sano International Cricket Ground,T20,Japan,Indonesia
1336956,2022-10-18,Sano International Cricket Ground,T20,South Korea,Indonesia
1339205,2022-11-04,"Desert Springs Cricket Ground, Almeria",T20,Italy,Germany
1339206,2022-11-04,"Desert Springs Cricket Ground, Almeria",T20,Italy,Germany
1339207,2022-11-05,"Desert Springs Cricket Ground, Almeria",T20,Italy,Spain
1339208,2022-11-05,"Desert Springs Cricket Ground, Almeria",T20,Germany,Spain
1339209,2022-11-06,"Desert Springs Cricket Ground, Almeria",T20,Spain,Germany
1339210,2022-11-06,"Desert Springs Cricket Ground, Almeria",T20,Italy,Spain
1339604,2023-03-25,"SuperSport Park, Centurion",T20,South Africa,West Indies
1339605,2023-03-26,"SuperSport Park, Centurion",T20,West Indies,South Africa
1339606,2023-03-28,"The Wanderers Stadium, Johannesburg",T20,West Indies,South Africa
1339614,2023-04-14,"Gaddafi Stadium, Lahore",T20,Pakistan,New Zealand
1339615,2023-04-15,"Gaddafi Stadium, Lahore",T20,Pakistan,New Zealand
1339616,2023-04-17,"Gaddafi Stadium, Lahore",T20,New Zealand,Pakistan
1339617,2023-04-20,Rawalpindi Cricket Stadium,T20,New Zealand,Pakistan
1339618,2023-04-24,Rawalpindi Cricket Stadium,T20,Pakistan,New Zealand
1343740,2022-11-17,Gahanga International Cricket Stadium. Rwanda,T20,Botswana,Rwanda
1343741,2022-11-17,Integrated Polytechnic Regional Centre,T20,Lesotho,Mali
1343742,2022-11-17,Gahanga International Cricket Stadium. Rwanda,T20,Kenya,St Helena
1343743,2022-11-17,Integrated Polytechnic Regional Centre,T20,Botswana,Seychelles
1343744,2022-11-18,Gahanga International Cricket Stadium. Rwanda,T20,Rwanda,St Helena
1343745,2022-11-18,Integrated Polytechnic Regional Centre,T20,Lesotho,Botswana
1343746,2022-11-18,Gahanga International Cricket Stadium. Rwanda,T20,Kenya,Malawi
1343747,2022-11-18,Integrated Polytechnic Regional Centre,T20,Seychelles,Mali
1343749,2022-11-20,Integrated Polytechnic Regional Centre,T20,Mali,Kenya
1343750,2022-11-20,Gahanga International Cricket Stadium. Rwanda,T20,Rwanda,Kenya
1343753,2022-11-21,Integrated Polytechnic Regional Centre,T20,Kenya,Lesotho
1343756,2022-11-22,Gahanga International Cricket Stadium. Rwanda,T20,Mali,Botswana
1343757,2022-11-22,Integrated Polytechnic Regional Centre,T20,St Helena,Lesotho
1343758,2022-11-22,Gahanga International Cricket Stadium. Rwanda,T20,Seychelles,Malawi
1343760,2022-11-24,Gahanga International Cricket Stadium. Rwanda,T20,St Helena,Malawi
1343761,2022-11-24,Integrated Polytechnic Regional Centre,T20,Rwanda,Seychelles
1343762,2022-11-24,Gahanga International Cricket Stadium. Rwanda,T20,Botswana,Kenya
1343763,2022-11-24,Integrated Polytechnic Regional Centre,T20,Mali,Rwanda
1343764,2022-11-25,Gahanga International Cricket Stadium. Rwanda,T20,Seychelles,Kenya
1343767,2022-11-25,Integrated Polytechnic Regional Centre,T20,Rwanda,Lesotho
1343768,2022-12-01,Gahanga International Cricket Stadium. Rwanda,T20,Sierra Leone,Tanzania
1343770,2022-12-01,Gahanga International Cricket Stadium. Rwanda,T20,Mozambique,Nigeria
1343771,2022-12-01,Integrated Polytechnic Regional Centre,T20,Gambia,Eswatini
1343772,2022-12-02,Gahanga International Cricket Stadium. Rwanda,T20,Sierra Leone,Nigeria
